code	name	link
2 22 171 13 42 3	Пыль газоочистки при обогащении медно-цинковых руд	/fkko/22217113423/
2 22 176 11 42 5	Пыль газоочистки при проходке подземных горных выработок дроблением скальных пород, не содержащих полезные ископаемые, при добыче медно-цинковых руд	/fkko/22217611425/
2 22 181 11 39 4	Осадок нейтрализации карьерных и подотвальных сточных вод известковым молоком при добыче медных руд	/fkko/22218111394/
2 22 182 11 39 4	Отходы флокуляционной очистки подотвальных вод при добыче медноколчеданных руд	/fkko/22218211394/
2 22 182 21 39 4	Отходы (осадок) электрофлотокоагуляционной очистки карьерных вод при добыче медноколчеданных руд	/fkko/22218221394/
2 22 183 11 61 4	Ткань фильтровальная из полипропиленовых волокон фильтр-пресса очистки подотвальных вод методом флокуляции при добыче медноколчеданных руд	/fkko/22218311614/
2 22 200 00 00 0	Отходы добычи и обогащения никелевых и кобальтовых руд	/fkko/22220000000/
2 22 210 00 00 0	Отходы добычи и обогащения никелевых руд	/fkko/22221000000/
2 22 211 99 20 5	Вскрышные, скальные породы, отсев песчаника при добыче медно-никелевых сульфидных руд полуострова Таймыр практически неопасные	/fkko/22221199205/
2 22 212 11 39 5	Отходы (хвосты) флотационного обогащения медно-никелевых руд	/fkko/22221211395/
2 22 212 99 39 5	Отходы (хвосты) обогащения добывающей промышленности медно-никелевых сульфидных руд полуострова Таймыр практически неопасные	/fkko/22221299395/
2 22 220 00 00 0	Отходы добычи и обогащения кобальтовых руд	/fkko/22222000000/
2 22 290 00 00 0	Прочие отходы добычи и обогащения никелевых и кобальтовых руд	/fkko/22229000000/
2 22 298 11 41 2	Отходы кобальто-никелевого концентрата с повышенным содержанием мышьяка	/fkko/22229811412/
2 22 300 00 00 0	Отходы добычи и обогащения алюминийсодержащего сырья (бокситов и нефелин-апатитовых руд)	/fkko/22230000000/
2 22 310 00 00 0	Отходы добычи алюминийсодержащего сырья подземным способом	/fkko/22231000000/
2 22 311 11 20 5	Вмещающая (пустая) порода при проходке подземных горных выработок при добыче алюминийсодержащего сырья	/fkko/22231111205/
2 22 320 00 00 0	Отходы добычи алюминийсодержащего сырья открытым способом	/fkko/22232000000/
2 22 330 00 00 0	Отходы обогащения нефелин-апатитовых руд	/fkko/22233000000/
2 22 400 00 00 0	Отходы добычи руд и песков драгоценных металлов и руд редких металлов	/fkko/22240000000/
2 22 410 00 00 0	Отходы добычи руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)	/fkko/22241000000/
2 22 411 00 00 0	Отходы обогащения руд серебряных и золотосодержащих	/fkko/22241100000/
2 22 411 01 39 5	Отходы (хвосты) цианирования руд серебряных и золотосодержащих	/fkko/22241101395/
2 22 411 02 20 5	Отходы (хвосты) цианирования руд серебряных и золотосодержащих обезвоженные	/fkko/22241102205/
2 22 411 08 39 5	Отходы (хвосты) флотации руд серебряных и золотосодержащих	/fkko/22241108395/
2 22 411 11 20 5	Отходы (хвосты) флотации руд золотосодержащих	/fkko/22241111205/
2 22 411 21 20 5	Отходы кучного выщелачивания руд серебряных и золотосодержащих	/fkko/22241121205/
2 22 411 25 20 5	Отходы (хвосты) сорбционного выщелачивания руд и концентратов золотосодержащих обезвреженные	/fkko/22241125205/
2 22 411 28 20 5	Отходы (хвосты) гравитационного обогащения и сорбционного выщелачивания золотосодержащих руд в смеси	/fkko/22241128205/
